task,group,job_id,state,host,wall_seconds,allocated_memory_mib,gap_workspace_limit_mib,gnu_time_max_rss_kib,kernel_max_rss_kib,sampled_tree_peak_rss_kib,cgroup_peak_bytes
SG072-w2_plus_w1_squared,SG072,391035,computed,phoenix10,15.685,768000,652800,,217244,336008,
SG073-zero,SG073,391036,computed,phoenix4,23.937,510000,433500,,207652,332800,
SG073-w2_plus_w1_squared,SG073,391037,computed,phoenix10,26.062,768000,652800,,220356,333588,
SG074-zero,SG074,391038,computed,phoenix7.lptmc.jussieu.fr,24.059,510000,433500,,214200,333688,
SG074-w2_plus_w1_squared,SG074,391039,computed,phoenix13.lptmc.jussieu.fr,160.496,768000,652800,,479368,479520,
SG075-zero,SG075,391040,computed,phoenix4,20.251,510000,433500,,207568,321132,
SG075-w2_plus_w1_squared,SG075,391041,computed,phoenix10,29.01,768000,652800,,218328,336724,
SG076-zero,SG076,391042,computed,phoenix7.lptmc.jussieu.fr,9.882,510000,433500,,205920,326568,
SG076-w2_plus_w1_squared,SG076,391043,computed,phoenix4,13.091,510000,433500,,207584,316540,
SG077-zero,SG077,391044,computed,phoenix7.lptmc.jussieu.fr,9.983,510000,433500,,206032,322312,
SG077-w2_plus_w1_squared,SG077,391045,computed,phoenix4,30.774,510000,433500,,207588,336112,
SG078-zero,SG078,391046,computed,phoenix7.lptmc.jussieu.fr,9.787,510000,433500,,205948,325904,
SG078-w2_plus_w1_squared,SG078,391047,computed,phoenix10,7.926,768000,652800,,207008,335684,
SG079-zero,SG079,391048,computed,phoenix7.lptmc.jussieu.fr,13.287,510000,433500,,207064,320432,
SG079-w2_plus_w1_squared,SG079,391049,computed,phoenix10,23.052,768000,652800,,207984,335844,
SG080-zero,SG080,391050,computed,phoenix7.lptmc.jussieu.fr,11.94,510000,433500,,206992,326844,
SG080-w2_plus_w1_squared,SG080,391051,computed,phoenix4,44.697,510000,433500,,218448,316576,
SG081-zero,SG081,391052,computed,phoenix10,9.934,768000,652800,,208104,337944,
SG081-w2_plus_w1_squared,SG081,391053,computed,phoenix7.lptmc.jussieu.fr,64.466,510000,433500,,215272,350920,
SG082-zero,SG082,391054,computed,phoenix10,14.182,768000,652800,,208004,335932,
SG082-w2_plus_w1_squared,SG082,391055,computed,phoenix10,11.129,768000,652800,,207104,335912,
SG083-zero,SG083,391056,computed,phoenix10,98.111,768000,652800,,417992,454936,
SG083-w2_plus_w1_squared,SG083,391057,computed,phoenix4,507.5,510000,433500,,434876,688116,
SG084-zero,SG084,391058,computed,phoenix7.lptmc.jussieu.fr,44.262,510000,433500,,268528,316548,
SG084-w2_plus_w1_squared,SG084,391059,computed,phoenix13.lptmc.jussieu.fr,119.897,768000,652800,,259744,500520,
SG085-zero,SG085,391060,computed,phoenix7.lptmc.jussieu.fr,22.173,510000,433500,,219240,332392,
SG085-w2_plus_w1_squared,SG085,391061,computed,phoenix10,48.184,768000,652800,,223268,338720,
SG086-zero,SG086,391062,computed,phoenix7.lptmc.jussieu.fr,14.536,510000,433500,,207072,334024,
SG086-w2_plus_w1_squared,SG086,391063,computed,phoenix7.lptmc.jussieu.fr,57.1,510000,433500,,205908,331548,
SG087-zero,SG087,391064,computed,phoenix10,46.839,768000,652800,,308424,366244,
SG087-w2_plus_w1_squared,SG087,391065,computed,phoenix13.lptmc.jussieu.fr,214.075,768000,652800,,363432,677316,
SG088-zero,SG088,391066,computed,phoenix7.lptmc.jussieu.fr,14.433,510000,433500,,208012,320136,
SG088-w2_plus_w1_squared,SG088,391067,computed,phoenix7.lptmc.jussieu.fr,12.785,510000,433500,,206052,324876,
SG089-zero,SG089,391068,computed,phoenix10,21.593,768000,652800,,217316,335744,
SG089-w2_plus_w1_squared,SG089,391069,computed,phoenix7.lptmc.jussieu.fr,33.817,510000,433500,,219304,320708,
SG090-zero,SG090,391070,computed,phoenix10,12.581,768000,652800,,220400,335752,
SG090-w2_plus_w1_squared,SG090,391071,computed,phoenix10,13.937,768000,652800,,219320,338856,
SG091-zero,SG091,391072,computed,phoenix7.lptmc.jussieu.fr,11.784,510000,433500,,206976,326032,
SG091-w2_plus_w1_squared,SG091,391073,computed,phoenix10,14.335,768000,652800,,214124,335856,
SG092-zero,SG092,391074,computed,phoenix7.lptmc.jussieu.fr,11.341,510000,433500,,205996,325476,
SG092-w2_plus_w1_squared,SG092,391075,computed,phoenix10,11.082,768000,652800,,208064,336048,
SG093-zero,SG093,391076,computed,phoenix7.lptmc.jussieu.fr,17.847,510000,433500,,215176,334260,
SG093-w2_plus_w1_squared,SG093,391077,computed,phoenix10,16.283,768000,652800,,208084,335576,
SG094-zero,SG094,391078,computed,phoenix7.lptmc.jussieu.fr,13.236,510000,433500,,207000,324916,
SG094-w2_plus_w1_squared,SG094,391079,computed,phoenix10,13.591,768000,652800,,213168,335916,
SG095-zero,SG095,391080,computed,phoenix7.lptmc.jussieu.fr,11.786,510000,433500,,207016,326968,
SG095-w2_plus_w1_squared,SG095,391081,computed,phoenix10,14.253,768000,652800,,214140,338260,
SG096-zero,SG096,391082,computed,phoenix7.lptmc.jussieu.fr,11.345,510000,433500,,206060,326560,
SG096-w2_plus_w1_squared,SG096,391083,computed,phoenix10,11.09,768000,652800,,208048,262048,
SG097-zero,SG097,391084,computed,phoenix7.lptmc.jussieu.fr,20.698,510000,433500,,214244,317808,
SG097-w2_plus_w1_squared,SG097,391085,computed,phoenix10,27.599,768000,652800,,215232,333392,
SG098-zero,SG098,391086,computed,phoenix7.lptmc.jussieu.fr,15.343,510000,433500,,207008,329088,
SG098-w2_plus_w1_squared,SG098,391087,computed,phoenix10,17.649,768000,652800,,218292,328732,
SG099-zero,SG099,391088,computed,phoenix7.lptmc.jussieu.fr,28.513,510000,433500,,219252,321564,
SG099-w2_plus_w1_squared,SG099,391089,computed,phoenix13.lptmc.jussieu.fr,363.466,768000,652800,,468148,468776,
SG100-zero,SG100,391090,computed,phoenix10,9.178,768000,652800,,206992,336932,
SG100-w2_plus_w1_squared,SG100,391091,computed,phoenix10,10.277,768000,652800,,217272,280196,
SG101-zero,SG101,391092,computed,phoenix7.lptmc.jussieu.fr,20.503,510000,433500,,243948,321756,
SG101-w2_plus_w1_squared,SG101,391093,computed,phoenix10,26.249,768000,652800,,249996,335848,
SG102-zero,SG102,391094,computed,phoenix7.lptmc.jussieu.fr,15.685,510000,433500,,229648,319280,
SG102-w2_plus_w1_squared,SG102,391095,computed,phoenix10,16.436,768000,652800,,233612,336352,
SG103-zero,SG103,391096,computed,phoenix7.lptmc.jussieu.fr,29.765,510000,433500,,240784,327716,
SG103-w2_plus_w1_squared,SG103,391097,computed,phoenix10,17.488,768000,652800,,228468,335752,
SG104-zero,SG104,391098,computed,phoenix7.lptmc.jussieu.fr,22.245,510000,433500,,232596,328996,
SG104-w2_plus_w1_squared,SG104,391099,computed,phoenix10,12.278,768000,652800,,222368,337224,
SG105-zero,SG105,391100,computed,phoenix10,13.333,768000,652800,,215160,335744,
SG105-w2_plus_w1_squared,SG105,391101,computed,phoenix7.lptmc.jussieu.fr,88.631,510000,433500,,278756,334248,
SG106-zero,SG106,391102,computed,phoenix10,9.032,768000,652800,,207032,280304,
SG106-w2_plus_w1_squared,SG106,391103,computed,phoenix10,9.579,768000,652800,,207004,336276,
SG107-zero,SG107,391104,computed,phoenix4,25.958,510000,433500,,215248,324060,
SG107-w2_plus_w1_squared,SG107,391105,computed,phoenix10,277.766,768000,652800,,371948,372532,
SG108-zero,SG108,391106,computed,phoenix4,22.652,510000,433500,,219916,302312,
SG108-w2_plus_w1_squared,SG108,391107,computed,phoenix4,32.568,510000,433500,,232156,324116,
SG109-zero,SG109,391108,computed,phoenix7.lptmc.jussieu.fr,14.583,510000,433500,,205972,338736,
SG109-w2_plus_w1_squared,SG109,391109,computed,phoenix4,27.659,510000,433500,,231420,334788,
SG110-zero,SG110,391110,computed,phoenix7.lptmc.jussieu.fr,13.332,510000,433500,,206980,331724,
SG110-w2_plus_w1_squared,SG110,391111,computed,phoenix7.lptmc.jussieu.fr,15.034,510000,433500,,206944,336728,
SG111-zero,SG111,391112,computed,phoenix4,67.472,510000,433500,,243660,329144,
SG111-w2_plus_w1_squared,SG111,391113,computed,phoenix7.lptmc.jussieu.fr,511.604,510000,433500,,619756,620748,
SG112-zero,SG112,391114,computed,phoenix4,20.035,510000,433500,,211424,334772,
SG112-w2_plus_w1_squared,SG112,391115,computed,phoenix4,21.747,510000,433500,,218408,334652,
SG113-zero,SG113,391116,computed,phoenix4,19.902,510000,433500,,219892,334436,
SG113-w2_plus_w1_squared,SG113,391117,computed,phoenix13.lptmc.jussieu.fr,13.727,768000,652800,,220312,334224,
SG114-zero,SG114,391118,computed,phoenix4,23.699,510000,433500,,207664,322560,
SG114-w2_plus_w1_squared,SG114,391119,computed,phoenix13.lptmc.jussieu.fr,23.435,768000,652800,,224424,335140,
SG115-zero,SG115,391120,computed,phoenix4,70.73,510000,433500,,243020,331220,
SG115-w2_plus_w1_squared,SG115,391121,computed,phoenix13.lptmc.jussieu.fr,767.088,768000,652800,,608400,608564,
SG116-zero,SG116,391122,computed,phoenix10,11.986,768000,652800,,207032,328884,
SG116-w2_plus_w1_squared,SG116,391123,computed,phoenix10,13.733,768000,652800,,217248,335764,
SG117-zero,SG117,391124,computed,phoenix10,11.78,768000,652800,,207088,336140,
SG117-w2_plus_w1_squared,SG117,391125,computed,phoenix10,14.834,768000,652800,,220388,336128,
