2026-09-24T10:18:47.395043+00:00 SG051-zero 390992
2026-09-24T10:18:47.407719+00:00 SG051-w2_plus_w1_squared 390993
2026-09-24T10:18:47.420501+00:00 SG052-zero 390994
2026-09-24T10:18:47.433185+00:00 SG052-w2_plus_w1_squared 390995
2026-09-24T10:18:47.446012+00:00 SG053-zero 390996
2026-09-24T10:18:47.458691+00:00 SG053-w2_plus_w1_squared 390997
2026-09-24T10:18:47.471582+00:00 SG054-zero 390998
2026-09-24T10:18:47.484661+00:00 SG054-w2_plus_w1_squared 390999
2026-09-24T10:18:47.497296+00:00 SG055-zero 391000
2026-09-24T10:18:47.510255+00:00 SG055-w2_plus_w1_squared 391001
2026-09-24T10:18:47.522955+00:00 SG056-zero 391002
2026-09-24T10:18:47.535574+00:00 SG056-w2_plus_w1_squared 391003
2026-09-24T10:18:47.548176+00:00 SG057-zero 391004
2026-09-24T10:18:47.560799+00:00 SG057-w2_plus_w1_squared 391005
2026-09-24T10:18:47.573450+00:00 SG058-zero 391006
2026-09-24T10:18:47.586082+00:00 SG058-w2_plus_w1_squared 391007
2026-09-24T10:18:47.598992+00:00 SG059-zero 391008
2026-09-24T10:18:47.611870+00:00 SG059-w2_plus_w1_squared 391009
2026-09-24T10:18:47.624428+00:00 SG060-zero 391010
2026-09-24T10:18:47.637085+00:00 SG060-w2_plus_w1_squared 391011
2026-09-24T10:18:47.649751+00:00 SG061-zero 391012
2026-09-24T10:18:47.662202+00:00 SG061-w2_plus_w1_squared 391013
2026-09-24T10:18:47.675158+00:00 SG062-zero 391014
2026-09-24T10:18:47.688050+00:00 SG062-w2_plus_w1_squared 391015
2026-09-24T10:18:47.700970+00:00 SG063-zero 391016
2026-09-24T10:18:47.713253+00:00 SG063-w2_plus_w1_squared 391017
2026-09-24T10:18:47.725968+00:00 SG064-zero 391018
2026-09-24T10:18:47.738597+00:00 SG064-w2_plus_w1_squared 391019
2026-09-24T10:18:47.752788+00:00 SG065-zero 391020
2026-09-24T10:18:47.765395+00:00 SG065-w2_plus_w1_squared 391021
2026-09-24T10:18:47.778601+00:00 SG066-zero 391022
2026-09-24T10:18:47.791683+00:00 SG066-w2_plus_w1_squared 391023
2026-09-24T10:18:47.804436+00:00 SG067-zero 391024
2026-09-24T10:18:47.817752+00:00 SG067-w2_plus_w1_squared 391025
2026-09-24T10:18:47.830538+00:00 SG068-zero 391026
2026-09-24T10:18:47.843152+00:00 SG068-w2_plus_w1_squared 391027
2026-09-24T10:18:47.856286+00:00 SG069-zero 391028
2026-09-24T10:18:47.869445+00:00 SG069-w2_plus_w1_squared 391029
2026-09-24T10:18:47.882027+00:00 SG070-zero 391030
2026-09-24T10:18:47.894487+00:00 SG070-w2_plus_w1_squared 391031
2026-09-24T10:18:47.906722+00:00 SG071-zero 391032
2026-09-24T10:18:47.919159+00:00 SG071-w2_plus_w1_squared 391033
2026-09-24T10:18:47.932069+00:00 SG072-zero 391034
2026-09-24T10:18:47.944957+00:00 SG072-w2_plus_w1_squared 391035
2026-09-24T10:18:47.957413+00:00 SG073-zero 391036
2026-09-24T10:18:47.969988+00:00 SG073-w2_plus_w1_squared 391037
2026-09-24T10:18:47.982415+00:00 SG074-zero 391038
2026-09-24T10:18:47.995033+00:00 SG074-w2_plus_w1_squared 391039
2026-09-24T10:18:48.007601+00:00 SG075-zero 391040
2026-09-24T10:18:48.030997+00:00 SG075-w2_plus_w1_squared 391041
2026-09-24T10:18:48.043887+00:00 SG076-zero 391042
2026-09-24T10:18:48.056666+00:00 SG076-w2_plus_w1_squared 391043
2026-09-24T10:18:48.069173+00:00 SG077-zero 391044
2026-09-24T10:18:48.082321+00:00 SG077-w2_plus_w1_squared 391045
2026-09-24T10:18:48.095091+00:00 SG078-zero 391046
2026-09-24T10:18:48.107983+00:00 SG078-w2_plus_w1_squared 391047
2026-09-24T10:18:48.120416+00:00 SG079-zero 391048
2026-09-24T10:18:48.132748+00:00 SG079-w2_plus_w1_squared 391049
2026-09-24T10:18:48.146443+00:00 SG080-zero 391050
2026-09-24T10:18:48.159352+00:00 SG080-w2_plus_w1_squared 391051
2026-09-24T10:18:48.172379+00:00 SG081-zero 391052
2026-09-24T10:18:48.184830+00:00 SG081-w2_plus_w1_squared 391053
2026-09-24T10:18:48.197167+00:00 SG082-zero 391054
2026-09-24T10:18:48.210114+00:00 SG082-w2_plus_w1_squared 391055
2026-09-24T10:18:48.225474+00:00 SG083-zero 391056
2026-09-24T10:18:48.238335+00:00 SG083-w2_plus_w1_squared 391057
2026-09-24T10:18:48.250916+00:00 SG084-zero 391058
2026-09-24T10:18:48.264081+00:00 SG084-w2_plus_w1_squared 391059
2026-09-24T10:18:48.276711+00:00 SG085-zero 391060
{"certified_ko": false, "completed_e6": 51, "counts": {"PENDING": 147, "computed": 51, "not_submitted": 291}, "finite_comparison_counts": {"not_computed": 6, "order_differs": 3, "order_matches_extensions_unresolved": 81}, "space_comparison_counts": {"layer_discrepancy": 3, "layers_match": 10, "not_computed": 217, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:18:48.725186+00:00"}
2026-09-24T10:19:48.979446+00:00 SG085-w2_plus_w1_squared 391061
2026-09-24T10:19:48.993358+00:00 SG086-zero 391062
2026-09-24T10:19:49.006861+00:00 SG086-w2_plus_w1_squared 391063
2026-09-24T10:19:49.019758+00:00 SG087-zero 391064
2026-09-24T10:19:49.032891+00:00 SG087-w2_plus_w1_squared 391065
2026-09-24T10:19:49.046059+00:00 SG088-zero 391066
2026-09-24T10:19:49.058849+00:00 SG088-w2_plus_w1_squared 391067
2026-09-24T10:19:49.071702+00:00 SG089-zero 391068
2026-09-24T10:19:49.084636+00:00 SG089-w2_plus_w1_squared 391069
2026-09-24T10:19:49.097301+00:00 SG090-zero 391070
2026-09-24T10:19:49.109957+00:00 SG090-w2_plus_w1_squared 391071
{"certified_ko": false, "completed_e6": 63, "counts": {"PENDING": 143, "RUNNING": 3, "computed": 63, "not_submitted": 280}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 4, "layers_match": 14, "not_computed": 212, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:19:49.413746+00:00"}
2026-09-24T10:20:49.595059+00:00 SG091-zero 391072
2026-09-24T10:20:49.608873+00:00 SG091-w2_plus_w1_squared 391073
2026-09-24T10:20:49.621935+00:00 SG092-zero 391074
2026-09-24T10:20:49.635091+00:00 SG092-w2_plus_w1_squared 391075
2026-09-24T10:20:49.648055+00:00 SG093-zero 391076
2026-09-24T10:20:49.660797+00:00 SG093-w2_plus_w1_squared 391077
2026-09-24T10:20:49.673671+00:00 SG094-zero 391078
2026-09-24T10:20:49.686758+00:00 SG094-w2_plus_w1_squared 391079
2026-09-24T10:20:49.699742+00:00 SG095-zero 391080
2026-09-24T10:20:49.712476+00:00 SG095-w2_plus_w1_squared 391081
2026-09-24T10:20:49.725242+00:00 SG096-zero 391082
2026-09-24T10:20:49.738165+00:00 SG096-w2_plus_w1_squared 391083
2026-09-24T10:20:49.750782+00:00 SG097-zero 391084
{"certified_ko": false, "completed_e6": 75, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 75, "not_submitted": 267}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 4, "layers_match": 20, "not_computed": 206, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:20:50.042501+00:00"}
2026-09-24T10:21:50.246872+00:00 SG097-w2_plus_w1_squared 391085
2026-09-24T10:21:50.260070+00:00 SG098-zero 391086
2026-09-24T10:21:50.272821+00:00 SG098-w2_plus_w1_squared 391087
2026-09-24T10:21:50.285588+00:00 SG099-zero 391088
2026-09-24T10:21:50.298454+00:00 SG099-w2_plus_w1_squared 391089
2026-09-24T10:21:50.311559+00:00 SG100-zero 391090
2026-09-24T10:21:50.324506+00:00 SG100-w2_plus_w1_squared 391091
2026-09-24T10:21:50.338855+00:00 SG101-zero 391092
2026-09-24T10:21:50.352324+00:00 SG101-w2_plus_w1_squared 391093
2026-09-24T10:21:50.365074+00:00 SG102-zero 391094
2026-09-24T10:21:50.377732+00:00 SG102-w2_plus_w1_squared 391095
2026-09-24T10:21:50.390095+00:00 SG103-zero 391096
2026-09-24T10:21:50.403369+00:00 SG103-w2_plus_w1_squared 391097
{"certified_ko": false, "completed_e6": 88, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 88, "not_submitted": 254}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 7, "layers_match": 24, "not_computed": 199, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:21:50.697978+00:00"}
2026-09-24T10:22:50.902201+00:00 SG104-zero 391098
2026-09-24T10:22:50.915876+00:00 SG104-w2_plus_w1_squared 391099
2026-09-24T10:22:50.928877+00:00 SG105-zero 391100
2026-09-24T10:22:50.941313+00:00 SG105-w2_plus_w1_squared 391101
2026-09-24T10:22:50.954119+00:00 SG106-zero 391102
2026-09-24T10:22:50.966842+00:00 SG106-w2_plus_w1_squared 391103
2026-09-24T10:22:50.979703+00:00 SG107-zero 391104
2026-09-24T10:22:50.992860+00:00 SG107-w2_plus_w1_squared 391105
2026-09-24T10:22:51.011755+00:00 SG108-zero 391106
2026-09-24T10:22:51.024678+00:00 SG108-w2_plus_w1_squared 391107
2026-09-24T10:22:51.037372+00:00 SG109-zero 391108
2026-09-24T10:22:51.050301+00:00 SG109-w2_plus_w1_squared 391109
2026-09-24T10:22:51.062741+00:00 SG110-zero 391110
2026-09-24T10:22:51.075260+00:00 SG110-w2_plus_w1_squared 391111
{"certified_ko": false, "completed_e6": 102, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 102, "not_submitted": 240}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 11, "layers_match": 26, "not_computed": 193, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:22:51.380669+00:00"}
2026-09-24T10:23:51.582870+00:00 SG111-zero 391112
2026-09-24T10:23:51.596403+00:00 SG111-w2_plus_w1_squared 391113
2026-09-24T10:23:51.609749+00:00 SG112-zero 391114
2026-09-24T10:23:51.622557+00:00 SG112-w2_plus_w1_squared 391115
2026-09-24T10:23:51.635215+00:00 SG113-zero 391116
2026-09-24T10:23:51.648029+00:00 SG113-w2_plus_w1_squared 391117
2026-09-24T10:23:51.660839+00:00 SG114-zero 391118
{"certified_ko": false, "completed_e6": 110, "counts": {"PENDING": 143, "RUNNING": 3, "computed": 110, "not_submitted": 233}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 12, "layers_match": 30, "not_computed": 188, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:23:51.932741+00:00"}
2026-09-24T10:24:52.137203+00:00 SG114-w2_plus_w1_squared 391119
2026-09-24T10:24:52.150375+00:00 SG115-zero 391120
2026-09-24T10:24:52.163100+00:00 SG115-w2_plus_w1_squared 391121
2026-09-24T10:24:52.175907+00:00 SG116-zero 391122
2026-09-24T10:24:52.188371+00:00 SG116-w2_plus_w1_squared 391123
2026-09-24T10:24:52.200944+00:00 SG117-zero 391124
2026-09-24T10:24:52.213497+00:00 SG117-w2_plus_w1_squared 391125
2026-09-24T10:24:52.226487+00:00 SG118-zero 391126
2026-09-24T10:24:52.239243+00:00 SG118-w2_plus_w1_squared 391127
{"certified_ko": false, "completed_e6": 118, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 118, "not_submitted": 224}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 32, "not_computed": 184, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:24:52.511774+00:00"}
2026-09-24T10:25:52.717961+00:00 SG119-zero 391128
2026-09-24T10:25:52.731396+00:00 SG119-w2_plus_w1_squared 391129
2026-09-24T10:25:52.744447+00:00 SG120-zero 391130
2026-09-24T10:25:52.756980+00:00 SG120-w2_plus_w1_squared 391131
2026-09-24T10:25:52.769638+00:00 SG121-zero 391132
2026-09-24T10:25:52.782339+00:00 SG121-w2_plus_w1_squared 391133
2026-09-24T10:25:52.795123+00:00 SG122-zero 391134
{"certified_ko": false, "completed_e6": 125, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 125, "not_submitted": 217}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 35, "not_computed": 181, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:25:53.083790+00:00"}
2026-09-24T10:26:53.289152+00:00 SG122-w2_plus_w1_squared 391135
2026-09-24T10:26:53.302275+00:00 SG123-zero 391136
2026-09-24T10:26:53.314961+00:00 SG123-w2_plus_w1_squared 391137
2026-09-24T10:26:53.328983+00:00 SG124-zero 391138
2026-09-24T10:26:53.341701+00:00 SG124-w2_plus_w1_squared 391139
{"certified_ko": false, "completed_e6": 130, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 130, "not_submitted": 212}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 37, "not_computed": 179, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:26:53.612052+00:00"}
2026-09-24T10:27:53.816547+00:00 SG125-zero 391140
2026-09-24T10:27:53.829374+00:00 SG125-w2_plus_w1_squared 391141
2026-09-24T10:27:53.842192+00:00 SG126-zero 391142
2026-09-24T10:27:53.855019+00:00 SG126-w2_plus_w1_squared 391143
{"certified_ko": false, "completed_e6": 134, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 134, "not_submitted": 208}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 39, "not_computed": 177, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:27:54.115817+00:00"}
2026-09-24T10:28:54.321721+00:00 SG127-zero 391144
2026-09-24T10:28:54.334409+00:00 SG127-w2_plus_w1_squared 391145
2026-09-24T10:28:54.346970+00:00 SG128-zero 391146
2026-09-24T10:28:54.359728+00:00 SG128-w2_plus_w1_squared 391147
2026-09-24T10:28:54.372901+00:00 SG129-zero 391148
2026-09-24T10:28:54.385699+00:00 SG129-w2_plus_w1_squared 391149
2026-09-24T10:28:54.398229+00:00 SG130-zero 391150
2026-09-24T10:28:54.410951+00:00 SG130-w2_plus_w1_squared 391151
{"certified_ko": false, "completed_e6": 143, "counts": {"PENDING": 143, "RUNNING": 3, "computed": 143, "not_submitted": 200}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 44, "not_computed": 172, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:28:54.714508+00:00"}
2026-09-24T10:29:54.920668+00:00 SG131-zero 391152
2026-09-24T10:29:54.933326+00:00 SG131-w2_plus_w1_squared 391153
2026-09-24T10:29:54.945804+00:00 SG132-zero 391154
2026-09-24T10:29:54.959375+00:00 SG132-w2_plus_w1_squared 391155
2026-09-24T10:29:54.972344+00:00 SG133-zero 391156
2026-09-24T10:29:54.984891+00:00 SG133-w2_plus_w1_squared 391157
2026-09-24T10:29:54.997430+00:00 SG134-zero 391158
2026-09-24T10:29:55.011657+00:00 SG134-w2_plus_w1_squared 391159
2026-09-24T10:29:55.024049+00:00 SG135-zero 391160
2026-09-24T10:29:55.037156+00:00 SG135-w2_plus_w1_squared 391161
2026-09-24T10:29:55.049775+00:00 SG136-zero 391162
2026-09-24T10:29:55.063421+00:00 SG136-w2_plus_w1_squared 391163
{"certified_ko": false, "completed_e6": 154, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 154, "not_submitted": 188}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 49, "not_computed": 167, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:29:55.386679+00:00"}
2026-09-24T10:30:55.595533+00:00 SG137-zero 391164
2026-09-24T10:30:55.608865+00:00 SG137-w2_plus_w1_squared 391165
2026-09-24T10:30:55.621660+00:00 SG138-zero 391166
2026-09-24T10:30:55.634624+00:00 SG138-w2_plus_w1_squared 391167
2026-09-24T10:30:55.647121+00:00 SG139-zero 391168
2026-09-24T10:30:55.660185+00:00 SG139-w2_plus_w1_squared 391169
2026-09-24T10:30:55.672988+00:00 SG140-zero 391170
{"certified_ko": false, "completed_e6": 161, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 161, "not_submitted": 181}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 53, "not_computed": 163, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:30:55.977189+00:00"}
2026-09-24T10:31:56.187971+00:00 SG140-w2_plus_w1_squared 391171
2026-09-24T10:31:56.201421+00:00 SG141-zero 391172
2026-09-24T10:31:56.214656+00:00 SG141-w2_plus_w1_squared 391173
2026-09-24T10:31:56.227462+00:00 SG142-zero 391174
2026-09-24T10:31:56.240301+00:00 SG142-w2_plus_w1_squared 391175
2026-09-24T10:31:56.253396+00:00 SG143-zero 391176
{"certified_ko": false, "completed_e6": 167, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 167, "not_submitted": 175}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 55, "not_computed": 161, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:31:56.543799+00:00"}
2026-09-24T10:32:56.751175+00:00 SG143-w2_plus_w1_squared 391177
2026-09-24T10:32:56.764321+00:00 SG144-zero 391178
2026-09-24T10:32:56.777251+00:00 SG144-w2_plus_w1_squared 391179
2026-09-24T10:32:56.789867+00:00 SG145-zero 391180
2026-09-24T10:32:56.802915+00:00 SG145-w2_plus_w1_squared 391181
2026-09-24T10:32:56.815815+00:00 SG146-zero 391182
2026-09-24T10:32:56.828341+00:00 SG146-w2_plus_w1_squared 391183
{"certified_ko": false, "completed_e6": 174, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 174, "not_submitted": 168}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 14, "layers_match": 59, "not_computed": 157, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:32:57.135067+00:00"}
2026-09-24T10:33:57.346522+00:00 SG147-zero 391184
2026-09-24T10:33:57.359770+00:00 SG147-w2_plus_w1_squared 391185
2026-09-24T10:33:57.372663+00:00 SG148-zero 391186
2026-09-24T10:33:57.385122+00:00 SG148-w2_plus_w1_squared 391187
2026-09-24T10:33:57.397925+00:00 SG149-zero 391188
2026-09-24T10:33:57.410559+00:00 SG149-w2_plus_w1_squared 391189
2026-09-24T10:33:57.423289+00:00 SG150-zero 391190
2026-09-24T10:33:57.436090+00:00 SG150-w2_plus_w1_squared 391191
2026-09-24T10:33:57.448817+00:00 SG151-zero 391192
2026-09-24T10:33:57.461397+00:00 SG151-w2_plus_w1_squared 391193
{"certified_ko": false, "completed_e6": 184, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 184, "not_submitted": 158}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 15, "layers_match": 64, "not_computed": 151, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:33:57.786103+00:00"}
2026-09-24T10:34:58.001442+00:00 SG152-zero 391194
2026-09-24T10:34:58.014826+00:00 SG152-w2_plus_w1_squared 391195
2026-09-24T10:34:58.027540+00:00 SG153-zero 391196
2026-09-24T10:34:58.040313+00:00 SG153-w2_plus_w1_squared 391197
2026-09-24T10:34:58.052736+00:00 SG154-zero 391198
2026-09-24T10:34:58.065105+00:00 SG154-w2_plus_w1_squared 391199
2026-09-24T10:34:58.077995+00:00 SG155-zero 391200
{"certified_ko": false, "completed_e6": 191, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 191, "not_submitted": 151}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 15, "layers_match": 67, "not_computed": 148, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:34:58.387568+00:00"}
2026-09-24T10:35:58.599330+00:00 SG155-w2_plus_w1_squared 391201
2026-09-24T10:35:58.612787+00:00 SG156-zero 391202
{"certified_ko": false, "completed_e6": 193, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 193, "not_submitted": 149}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 15, "layers_match": 67, "not_computed": 148, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:35:58.897917+00:00"}
2026-09-24T10:36:59.110441+00:00 SG156-w2_plus_w1_squared 391203
2026-09-24T10:36:59.123550+00:00 SG157-zero 391204
2026-09-24T10:36:59.136365+00:00 SG157-w2_plus_w1_squared 391205
2026-09-24T10:36:59.149214+00:00 SG158-zero 391206
{"certified_ko": false, "completed_e6": 197, "counts": {"PENDING": 143, "RUNNING": 4, "computed": 197, "not_submitted": 145}, "finite_comparison_counts": {"order_differs": 3, "order_matches_extensions_unresolved": 87}, "space_comparison_counts": {"layer_discrepancy": 15, "layers_match": 71, "not_computed": 144, "twist_not_tabulated": 230}, "total_tasks": 489, "updated_utc": "2026-09-24T10:36:59.440314+00:00"}
2026-09-24T10:37:59.654152+00:00 SG158-w2_plus_w1_squared 391207
2026-09-24T10:37:59.667261+00:00 SG159-zero 391208
2026-09-24T10:37:59.681420+00:00 SG159-w2_plus_w1_squared 391209
